article_title,honorific-prefix,name,honorific-suffix,image,smallimage,order,president,office,term_start,term_end,lieutenant,succeeding,predecessor,governor,successor,vicepresident,viceprimeminister,deputy,monarch,primeminister,taoiseach,chancellor,governor-general,order1,president1,office1,term_start1,term_end1,lieutenant1,succeeding1,predecessor1,governor1,successor1,vicepresident1,viceprimeminister1,deputy1,monarch1,primeminister1,taoiseach1,chancellor1,governor-general1,order2,office2,term_start2,term_end2,lieutenant2,succeeding2,predecessor2,president2,governor2,successor2,vicepresident2,viceprimeminister2,birthname,birth_date,birth_place,death_date,death_place,nationality,restingplace,restingplacecoordinates,party,otherparty,spouse,partner,relatives,children,parents,residence,alma_mater,occupation,allegiance,serviceyears,rank,branch,unit,battles,awards,laterwork,profession,signature,website,facebook,facebookpage,twitter,premier2,4namedata7,currentlyresides,honorific prefix,othername,relations,signature_size,order8,term_start3,term_start11,vicepresident6,primeminister6,predecessor7,term_label,office3,1namedata1,constituency1,order9,image_upright,networth,1blankname8,2,president11,2blankname7,body_discovered,military_data2,co-leader1,governor5,monuments,influences,criminal_charge,blank1,vicepresident5,education,Alma_mater,deathplace,parliamentarygroup,office5,term_end15,source,successor6,predecessor14,office6,military_blank4,alongside6,majority,constituency_MP4,notable,1blankname4,relation,alongside,vicepresident4,military_blank5,imagesi♫ze,term_start10,term_start5,placeofburial,filmfareawards,successor7,term_end11,1namedata7,termstart1,committees,portrayedby,imagesize,majority2,term_start6,module4,blank4,term_start12,resting_place_coordinates,termend1,constituency6,1,appointer2,birth_name,predecessor3,appointer,servicenumber,term_end8,order12,data5,monarch2,Commander4,president15,honorific_prefix,successor10,location,parliament3,1blankname1,deputy2,Term_start5,branch_label,order3,term_end9,president4,co-leader2,president8,predecessor15,Primeminister5,majority1,military_data1,parliamentarygroup1,parliament4,order4,successor12,succeeding4,native_name_lang,military_data3,president7,smallimage_alt,caption,predecessor6,alt,data1,commands,order5,successor11,term_end4,data4,3namedata7,1blankname6,governor3,year,alongside3,appointed,1blankname2,office14,4blankname7,term_end14,influenced,office12,predecessor11,profesion,military_data5,mother,mawards,1namedata6,battles_label,military_data4,years_active,office7,president6,constituency7,office4,date,term_start9,ambassador_from,command,predecessor9,parliamentarygroup2,2namedata7,1namedata5,successor9,term_end10,1namedata3,predecessor12,father,lieutenant8,1namedata2,prior_term,predecessor10,alongside5,term_start7,constituency8,term_end7,primeminister4,ethnicity,lieutenant3,successor13,military_blank2,family,majority3,deputy3,president9,data3,predecessor8,term_start15,deathdate,president5,death_cause,co-leader,order10,President5,native_name,religion,height,placeofburial_label,Succeeding5,office10,module2,1namedata8,citizenship,primeminister3,serviceyears_label,other_name,1blankname3,order14,president12,office11,term_end3,net_worth,governor_general,suboffice,constituency4,term_start8,resting_place,memorials,military_blank1,president3,salary,predecessor13,primeminister2,other_names,term_end13,honorific_suffix,nickname,constituency2,1namedata,successor3,blank3,criminal_penalty,3blankname7,subterm,1blankname7,placeofburial_coordinates,1blankname,blank5,constituency,constituency3,term_end6,term_end12,termstart3,module3,successor14,enteredservice,order7,primeminister5,order6,termstart2,term_start14,office9,successor4,vicepresident3,portfolio,constituency_MP3,image_size,module5,honorific suffix,successor8,lieutenant4,office8,predecessor5,term_label5,termend3,module,country,termend2,blank2,predecessor4,successor15,1blankname5,yearsactive,pronunciation,signature_alt,1namedata4,term_start13,state,term_start4,data2,office15,footnotes,rank_label,known_for,successor5,alongside2,succeeding5,succeeding3,term_end5,status,cabinet,Cicit,alongside4,military_blank3
Soedharmono,,Soedharmono,,Sudharmono Official Portrait.jpg,,,Soeharto,Wakil Presiden Indonesia ke-5,11 Maret 1988,11 Maret 1993,,,Umar Wirahadikusumah,,Try Sutrisno,,,,,,,,,,,,,,,,,,,,,,,,,,,,Menteri Sekretaris Negara Indonesia ke-4,8 April 1972,21 Maret 1988,,,Alamsyah Ratu Perwiranegara,Soeharto,,Moerdiono,,,,1927 3 12 y,"Cerme, Gresik, Jawa Timur, Hindia Belanda",2006 1 25 1927 3 12 y,"Jakarta, Indonesia",,,,Partai Golongan Karya,,Emma Norma,,,,,,,,Indonesia,1945–1968,25px Letnan Jenderal,25px TNI Angkatan Darat,,Revolusi Nasional Indonesia Konfrontasi Indonesia-Malaysia,,,Militer,Sign Sudharmono.png,,,,,,,,,,,,,1 Oktober 1982,,,,,,Menteri Dalam Negeri Indonesia ke-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,footnotes,,,Amir Machmud,,16078Lembaga Pemilihan Umum 1978 78,,,,,,,,,,,,,,,,,,,,,,,,,,ke-4,,,,,,,Sudharmono,,,,Divisi Ronggolawe Komando Operasi Tertinggi (KOTI),,,1988,,,,,,,,,,,,,,,,,Raden Nganten Sukarsi,,,,,,,,,Ketua Umum Partai Golongan Karya,,,,,,,,,,,,,Soepijo Wirodiredjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,19 Maret 1983,,,,,,,,,Soeharto,,,,,,,,,,Soepardjo Rustam,,,,,,,,,,,,,,,,,,,,,,,Wahono,,,,,,,,,,,,,,,,,Amir Murtono,,,,,,,,,1983,,,,,,,,,,,,,,,
Bambang Triantoro,,Bambang Triantoro,,"Bambang Triantoro, Commander-General of the Development, Education, and Training Command.jpeg",,,Soeharto,Anggota Dewan Pertimbangan Agung,26 Juni 1993,13 Juni 1998,,,,,,,,,,,,,,,,Sekretaris Jenderal Departemen Pendidikan dan Kebudayaan,12 Januari 1987,11 Mei 1993,,,Sutanto Wiryoprasonto,,Hasan Walinono,,,,,,,,,,,,,,,,,,,,,,1931 1 7,"Surabaya, Jawa Timur",2008 4 2 1931 1 7,,,,,,,,,,,,,,,Indonesia,1945–1987,25px Letnan Jenderal TNI,25px TNI Angkatan Darat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surono Reksodimedjo,Jenderal TNI (Purn.),,,Jenderal_TNI_Surono_Reksodimejo.png,,ke-2,Soeharto,Menteri Koordinator Bidang Politik dan Keamanan Indonesia,19 Maret 1983,14 Maret 1988,,,Maraden Panggabean,,Sudomo,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-5,Menteri Koordinator Bidang Kesejahteraan Rakyat Indonesia,31 Maret 1978,19 Maret 1983,,,Sunawar Sukowati,Soeharto,,Alamsyah Ratu Perwiranegara,,,,1923 9 6,"Banyumas, Jawa Tengah, Hindia Belanda",2010 8 3 1923 9 6,"Jakarta, Indonesia",Indonesia,,,,,R.A.Y. Winarni Cokrosewoyo (1956-1980) R.A.Y. Sunarti Cokrosewoyo (1982),,,,,,Pembela Tanah Air (1945),Tentara,,1945—1978,25px Jenderal TNI,25px TNI Angkatan Darat,Infanteri,,,,,,,,,,,,,,,,,,2 Maret 1974,,,,,,Daftar Wakil Panglima Tentara Nasional IndonesiaWakil Panglima Angkatan Bersenjata Republik Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soemitro,,11148,,,,,,,,,,,,,,,ke-4,,,,,,,,,,,ke-10,,,,,,,,,,,,,,10 Mei 1974,,,,,,,,,,,,,,,,,,,,,,,,,,Kepala Staf TNI Angkatan Darat,,,,,,,,,,,Maraden Panggabean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Panglima,,,,17 April 1978,,,,,,,,,Soeharto,,,,,,,,,,Sudomo,,,,,,,,,,,,,,,,,,,,,,,Makmun Murod,,,,,,,,,,,,,,,,,Umar Wirahadikusumah,,,,,,,,,27 April 1973,,,,,,,,,,,,,,,
Siti Hartinah,,Siti Hartinah,,Raden Ayu Siti Hartinah.jpg,,ke-2,Soeharto,Ibu Negara Indonesia,12 Maret 1967,28 April 1996,,,"Fatmawati
Hartini (pejabat)",,"Siti Hardijanti Rukmana (pelaksana tugas)
Hasri Ainun Habibie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1923 8 23,"Jaten, Kadipaten Mangkunegaran, Hindia Belanda",1996 4 28 1923 8 23,"Jakarta, Indonesia",Indonesia,"Astana Giribangun, Karanganyar, Indonesia",,,,Soeharto,,,Siti Hardijanti Rukmana (Tutut) Sigit Harjojudanto (Sigit) Bambang Trihatmodjo (Bambang) Siti Hediati Hariyadi (Titiek) Hutomo Mandala Putra (Tommy) Siti Hutami Endang Adiningsih (Mamiek),K. P. H Soemoharjomo (bapak) K. R. Ay. Hatmanti Hatmohoedojo (ibu),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hj. Raden Ayu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soetedjo (akademisi),,Soetedjo,,Soetedjo.jpg,,ke-1,,Presidium Institut Teknologi Bandung,2 Maret 1959,1 November 1959,,,Periode FT & FIPIA UI Bandung,,Prof. Ir. R. O. Kosasih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19 November 1901,"Batavia, Hindia Belanda",25 April 1981,Indonesia,Indonesia,,,,,Soemini,,,,,,Ir. - TH Bandung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Goenarso, Djoehana Wiradikarta, Soemono & Soemantri Brodjonegoro",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Prof. Ir. Soetedjo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Setiadi Reksoprodjo,,Setiadi Reksoprodjo,,Setiadi Reksoprodjo.jpg,,,Soekarno,Menteri Urusan Listrik dan Ketenagaan,25 Mei 1965,18 Maret 1966,,,Jabatan dibentuk,,Brigjen Hartono,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anggota MPRS,15 September 1960,25 Mei 1965,,,,Soekarno,,,,,,1921 9 18 y,"Kutoarjo, Jawa Tengah, Hindia Belanda",2010 07 28 1921 11 18 y,"Jakarta, Indonesia",,,,Partai Sosialis Indonesia,,Koes Soehartini 1951 1996 d.,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,9 November 1956,,,,,,Anggota Konstituante,,,,,,,,,,,,,,,,,,,Technische Hoogeschool te Bandoeng,,,,Daftar Menteri Penerangan IndonesiaMenteri Penerangan,,,,,,,,,,,,,,,,,,3 Juli 1947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soekarno,,,,,,,,,,,,,,,,,,,,,,,29 Januari 1948,,,,,,,,,,,,,,,,,,,,,,,,,,Menteri Muda Penerangan Indonesia,,,,,,,,,,,,,,,,,,,,,,Amir Sjarifoeddin,,,,,,,,,,,,,Soekarno,,,,,,,,,,,,,,,,,,,,,5 Juli 1959,,,,,,"Taman Makam Pahlawan Kalibata, Jakarta, Indonesia",,,Soekarno,,,,,,,,,,,,,,,,,,,,,,,,,,,,Amir Sjarifoeddin,,,,,Jabatan dibubarkan,,,,,,,,,,Mohammad Natsir,,,,,,,Sjahbuddin Latief,,,,,,,,,11 November 1947,,,,,,Sjahbuddin Latief,,,,11 November 1947,,,,,
Satrio,,,,Satrio.jpg,,ke-8,Soekarno,Menteri Kesehatan Indonesia,10 Juli 1959,25 Juli 1966,,,Azis Saleh,,G.A. Siwabessy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1916 5 28,"Genteng, Banyuwangi, Jawa Timur, Hindia Belanda",1986 5 05 1916 5 28,"Bandung, Jawa Barat, Indonesia",Indonesia,,,,,Ny. R.A. Isbandiyah,,,3,,,,,,,25px Mayor Jenderal TNI,25px TNI Angkatan Darat,Kesehatan (CKM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mashuri Saleh,,Mashuri Saleh,,"Aankomst Minister Mashuri (kop) van O.V. en W. in Indonesie op Schiphol, Bestanddeelnr 921-7871.jpg",,,Soeharto,Wakil Ketua Majelis Permusyawaratan Rakyat Republik IndonesiaUtusan Golongan,1 Oktober 1977,1 Oktober 1982,,,Sumiskum,,Amir Murtono,,,,,,,,,ke-20,Soeharto,Menteri Penerangan Indonesia,28 Maret 1973,1 Oktober 1977,,,Boediarjo,,Soedharmono (ad-interim),,,,,,,,,ke-14,Menteri Pendidikan dan Kebudayaan Indonesia,6 Juni 1968,28 Maret 1973,,,Sanusi Hardjadinata,Soeharto,,Sumantri Brodjonegoro,,,,1925 7 19,"Juwana, Pati, Jawa Tengah,Hindia Belanda",2001 4 1 1925 7 19,"Surakarta, Jawa Tengah,Indonesia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Maskanan (saudara kandung),,,27 Maret 1966,,,,,,Menteri Perguruan Tinggi dan Ilmu Pengetahuan Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,Syarief Thayeb (ad-interim),,,,,,,,,,,,,,,,,ke-5,,,,,,,,,,,,,,,,,,Mashuri Saleh (1968),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,25 Juli 1966,,,,,,,,,Soekarno,,,,,,,,,Adam Malik (1977–78) Daryatmo (1978–82),Tidak Ada; Jabatan dihapuskan,,,,,,,Ketua MPR/DPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hadi Utomo,Kol. Inf. (Purn.) H.,,M.M,,,ke-2,,Ketua Umum Partai Demokrat,23 Mei 2005,23 Mei 2010,,,Subur Budhisantoso,,Anas Urbaningrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anggota Dewan Perwakilan Rakyat,1 Oktober 2004,1 Oktober 2009,,,,Megawati Soekarnoputri  Susilo Bambang Yudhoyono,,,,,,1945 8 15,"Semarang, Jawa Tengah",2017 1 15 1945 8 15,Jakarta,Indonesia,,,Partai Demokrat,,Mastuti Rahayu,,,2,,,Akademi Angkatan Bersenjata Republik Indonesia (1970) Sekolah Tinggi Hukum Militer Sekolah Tinggi Ilmu Ekonomi Widya Jayakarta,,Indonesia,1970—2004,25px Kolonel,25px TNI Angkatan Darat,Infanteri,,,,TNI Politikus,,,,,,,,,,,Sarwo Edhie Wibowo (mertua) Susilo Bambang Yudhoyono (kakak ipar) Ani Yudhoyono (alm.) (kakak ipar),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ketua DPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agung Laksono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amir Murtono,,Amir Murtono,,"Amir Murtono, Memperkenalkan Anggota-Anggota DPR Hasil Pemilu 1982, p148.jpg",,ke-3,,Ketua Umum Partai Golkar,1973,1983,,,Suprapto Sukowati,,Sudharmono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 Juli 1924,"Belanda Kertosono, Nganjuk, Jawa Timur",2021 (umur 96–97),,Indonesia,,,Golongan Karya,,Naniek Kusmani,,,,,,,,Indonesia,,25px Mayor Jenderal TNI,25px TNI Angkatan Darat,Infanteri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soemarno Sosroatmodjo,,Soemarno Sosroatmodjo,,200px,,ke-4 dan ke-6,,Gubernur Daerah Khusus Ibukota Jakarta,15 Juli 1965,18 Maret 1966,,,Henk Ngantung,,Ali Sadikin,,,,,,,,,,,,29 Januari 1960,26 Agustus 1964,,,Sudiro,,Henk Ngantung,,,,,,,,,,,,,,,,,,,,,,1911 4 24,"Rambipuji, Jember, Hindia Belanda",1991 1 9 1911 4 24,"Jakarta, Indonesia",Indonesia,,,,,,,Bunda Iffet (menantu)  Bimo Setiawan Almachzumi (cucu),,,,Universitas PadjadjaranUniversitas Vanderbilt,"Dokter, Politikus, TNI",,,,,,,,,,,,,,,,,,,,,,,27 Agustus 1964,,,,,,Menteri Dalam Negeri Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soemarno Sosroatmodjo,Ipik Gandamana,,,,,,,,,,,,,,,,,ke-15,,,,,,,,,,,,,,,,,,Foto Resmi Soemarno Sosroatmodjo Sebagai Gubernur DKI Jakarta Ke 4 dan Ke 6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,28 Maret 1966,,,,,,,,,Soekarno,,,,,,,,,,Basuki Rachmat,,,,,,,,,,,,,,,,,,,,,,,,,,,200px,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajit Singh,,Ajit Singh,,,,,,Sekretaris Jenderal ASEAN ke-8,1 Januari 1993,31 Desember 1997,,,Rusli Noor,,Rodolfo Severino Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1939 2 12,Malaysia,,,,,,,,,,,,,,University of Malaysia,,,,,,,,,,Diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sikhism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cosmas Batubara,,,,Cosmas Batubara - Fourth Development Cabinet.jpg,,ke-16,Soeharto,Menteri Tenaga Kerja dan Transmigrasi Republik IndonesiaMenteri Tenaga Kerja Indonesia,21 Maret 1988,17 Maret 1993,,,Sudomo,,Abdul Latief,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-1,Menteri Negara Perumahan Rakyat Republik IndonesiaMenteri Negara Perumahan Rakyat Indonesia,22 April 1978,21 Maret 1988,,,Tidak ada,Soeharto,,Siswono Yudohusodo,,,,1938 9 19 y,"Purba Saribu, Haranggaol Horison, Simalungun, Sumatera Utara, Hindia Belanda",2019 8 8 1938 9 19,Jakarta,Indonesia,,,Partai Golkar,,R.A. Cypriana Hadiwijono,,,,,,Universitas Indonesia,Komisaris Agung Podomoro dan Agung Sedayu Group  Rektor Podomoro University  Ketua Umum Yayasan Unika Santo Thomas Sumatera Utara,,,,,,,,,Pengusaha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Katolik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Suharnoko Harbani,,Suharnoko Harbani,,Suharnoko_Harbani.jpg,,,Soekarno,Menteri Perindustrian Ringan Indonesia,24 Februari 1966,25 Juli 1966,,,M. Jusuf,,M. Jusuf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925 3 30,"Tegalsari, Banyuwangi",2001 11 5 1925 3 30,"Jakarta, Indonesia",Indonesia,,,,,Ny. Maemunah Supardi Suharnoko Harbani (Almh),,,1. Harry Suharnoko Harbani2. Andri Suharnoko Harbani3. Maya Suharnoko Harbani4. Hudi Suharnoko Harbani.,,,Sekolah Penerbang A-1 (1945-1946),,,,25px Marsekal Madya TNI,25px TNI Angkatan Udara,Korps Penerbang (Tempur),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abdul Hakim Harahap,,Abdul Hakim Harahap,,Abdul Hakim as the Deputy Prime Minister of Indonesia.jpg,,,Sukarno,Anggota Dewan Perwakilan Rakyat,26 Maret 1956,24 Juni 1960,,,,,,,,,,,,,,,Sukarno,Menteri Negara(Urusan Pertahanan),11 Agustus 1955,3 Maret 1956,,,Soedibjo (Kemakmuran Rakyat)Mohammad Hanafiah (Urusan Agraria),,Rusli Abdul Wahid (Urusan Umum)Djuanda Kartawidjaja (Urusan Perencanaan),,,,,Burhanuddin Harahap,,,,,Gubernur Sumatera Utara,25 Januari 1951,23 Oktober 1953,,,Sutan Mohammad Amin NasutionSarimin Reksodihardjo (penjabat),Sukarno,,Sutan Mohammad Amin Nasution,,,,1905 7 15 y,"Sarolangun, Jambi, Hindia Belanda",1961 10 07 1905 7 15 y,"Jakarta, Indonesia",,,,Partai Masyumi,,Mariana Lubis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22 Januari 1950,,,,,,Wakil Perdana Menteri Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sjafruddin Prawiranegara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mangaradja Gading,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Abdul Halim,,,,,,,15 Agustus 1950,,,,,,,,,Assaat,,,,,,,,,,Hamengkubuwono IX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mohammad Syafa'at Mintaredja,,Mohammad Syafaat Mintaredja,,Mohammad Syafaat Mintaredja.jpg,,ke-18,Soeharto,Menteri Sosial Indonesia,9 September 1971,29 Maret 1978,,,Albert Mangaratua Tambunan,,Supardjo,,,,,,,,,,Soeharto,"Menteri Negara Penyelenggaraan Hubungan antara Pemerintah dengan MPR, DPR-GR, dan DPA",6 Juni 1968,9 September 1971,,,Tidak Ada,,Jabatan Baru,,,,,,,,,,,,,,,,,,,,,,1921 2 17,"Bogor, Jawa Barat, Hindia Belanda",1984 10 20 1921 2 17,"Jakarta, Indonesia",Indonesia,,,PPP,Parmusi,Siti Romlah,,,Evac S Mintaredja,,,,,,,,,,,,,,,,,,,,,,,,,,,1973,,,,,,Ketua Umum Partai Persatuan Pembangunan,,,,,,,,,,,,,,,,,,,Sarjana HukumUniversitas Gadjah MadaUniversitas LeidenUniversitas Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-1,,,,,,,,,,,,,,,,,,Mohammad Syafaat Mintaredja,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1978,,,,,,,,,Soeharto,,,,,,,,,,Djaelani Naro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kuntara,,H. Kuntara,,Danjen Kopassus Kuntara.jpg,,ke-18,,Panglima Kostrad,1992,1994,,,Wismoyo Arismunandar,,Tarub,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-11,Komandan Jenderal Komando Pasukan Khusus,1988,1992,,,Sintong Panjaitan,,,Tarub,,,,1939 9 1,"Cirebon, Jawa Barat",2021 8 21 1939 9 1,Jakarta,,,,,,,,,,,,Akademi Militer Nasional (1963),,Indonesia,1963—1995,25px Letnan Jenderal TNI,25px TNI Angkatan Darat,Infanteri (Kopassus),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
