article_title,honorific-prefix,name,honorific-suffix,image,smallimage,order,president,office,term_start,term_end,lieutenant,succeeding,predecessor,governor,successor,vicepresident,viceprimeminister,deputy,monarch,primeminister,taoiseach,chancellor,governor-general,order1,president1,office1,term_start1,term_end1,lieutenant1,succeeding1,predecessor1,governor1,successor1,vicepresident1,viceprimeminister1,deputy1,monarch1,primeminister1,taoiseach1,chancellor1,governor-general1,order2,office2,term_start2,term_end2,lieutenant2,succeeding2,predecessor2,president2,governor2,successor2,vicepresident2,viceprimeminister2,birthname,birth_date,birth_place,death_date,death_place,nationality,restingplace,restingplacecoordinates,party,otherparty,spouse,partner,relatives,children,parents,residence,alma_mater,occupation,allegiance,serviceyears,rank,branch,unit,battles,awards,laterwork,profession,signature,website,facebook,facebookpage,twitter,premier2,4namedata7,currentlyresides,honorific prefix,othername,relations,signature_size,order8,term_start3,term_start11,vicepresident6,primeminister6,predecessor7,term_label,office3,1namedata1,constituency1,order9,image_upright,networth,1blankname8,2,president11,2blankname7,body_discovered,military_data2,co-leader1,governor5,monuments,influences,criminal_charge,blank1,vicepresident5,education,Alma_mater,deathplace,parliamentarygroup,office5,term_end15,source,successor6,predecessor14,office6,military_blank4,alongside6,majority,constituency_MP4,notable,1blankname4,relation,alongside,vicepresident4,military_blank5,imagesi♫ze,term_start10,term_start5,placeofburial,filmfareawards,successor7,term_end11,1namedata7,termstart1,committees,portrayedby,imagesize,majority2,term_start6,module4,blank4,term_start12,resting_place_coordinates,termend1,constituency6,1,appointer2,birth_name,predecessor3,appointer,servicenumber,term_end8,order12,data5,monarch2,Commander4,president15,honorific_prefix,successor10,location,parliament3,1blankname1,deputy2,Term_start5,branch_label,order3,term_end9,president4,co-leader2,president8,predecessor15,Primeminister5,majority1,military_data1,parliamentarygroup1,parliament4,order4,successor12,succeeding4,native_name_lang,military_data3,president7,smallimage_alt,caption,predecessor6,alt,data1,commands,order5,successor11,term_end4,data4,3namedata7,1blankname6,governor3,year,alongside3,appointed,1blankname2,office14,4blankname7,term_end14,influenced,office12,predecessor11,profesion,military_data5,mother,mawards,1namedata6,battles_label,military_data4,years_active,office7,president6,constituency7,office4,date,term_start9,ambassador_from,command,predecessor9,parliamentarygroup2,2namedata7,1namedata5,successor9,term_end10,1namedata3,predecessor12,father,lieutenant8,1namedata2,prior_term,predecessor10,alongside5,term_start7,constituency8,term_end7,primeminister4,ethnicity,lieutenant3,successor13,military_blank2,family,majority3,deputy3,president9,data3,predecessor8,term_start15,deathdate,president5,death_cause,co-leader,order10,President5,native_name,religion,height,placeofburial_label,Succeeding5,office10,module2,1namedata8,citizenship,primeminister3,serviceyears_label,other_name,1blankname3,order14,president12,office11,term_end3,net_worth,governor_general,suboffice,constituency4,term_start8,resting_place,memorials,military_blank1,president3,salary,predecessor13,primeminister2,other_names,term_end13,honorific_suffix,nickname,constituency2,1namedata,successor3,blank3,criminal_penalty,3blankname7,subterm,1blankname7,placeofburial_coordinates,1blankname,blank5,constituency,constituency3,term_end6,term_end12,termstart3,module3,successor14,enteredservice,order7,primeminister5,order6,termstart2,term_start14,office9,successor4,vicepresident3,portfolio,constituency_MP3,image_size,module5,honorific suffix,successor8,lieutenant4,office8,predecessor5,term_label5,termend3,module,country,termend2,blank2,predecessor4,successor15,1blankname5,yearsactive,pronunciation,signature_alt,1namedata4,term_start13,state,term_start4,data2,office15,footnotes,rank_label,known_for,successor5,alongside2,succeeding5,succeeding3,term_end5,status,cabinet,Cicit,alongside4,military_blank3,summary,wikiurl,birth_date_cleaned,death_date_cleaned
Andi Muhammad Ghalib,,Andi Muhammad Ghalib,,Andi Muhammad Ghalib.jpg,,ke-15,Bacharuddin Jusuf Habibie,Jaksa Agung Republik Indonesia,1998,1999,,,Soedjono C. Atmonegoro,,Marzuki Darusman,,,,,,,,,ke-17,Susilo Bambang Yudhoyono,Duta Besar Indonesia untuk India,2008,2013,,,Donnilo Anwar,,Rizali Wilmar Indrakesuma,,,,,,,,,,Anggota Dewan Perwakilan Rakyat,1 Oktober 2014,9 Mei 2016,,,,,,Andi Djamaro Dulung,,,,1946 6 3,"Kaju, Tunreng Tellue, Sibulue, Bone, Sulawesi, Indonesia","2016 05 09 1946 6 3Mantan Jaksa Agung Andi M Ghalib Wafat, PPP Berduka    beritasatu.com    2016-05-09  http://www.beritasatu.com/nasional/363934-mantan-jaksa-agung-andi-m-ghalib-wafat-ppp-berduka.html          noInnalillahi Eks Jaksa Agung Andi M Ghalib Meninggal Dunia    Sindonews.com  9 Mei 2016  2016-05-09  http://nasional.sindonews.com/read/1107026/15/innalillahi-eks-jaksa-agung-andi-m-ghalib-meninggal-dunia-1462755420        no","Jakarta, Indonesia",,,,Partai Persatuan Pembangunan,,Andi Murniati,,,Andi Azhar Cakra Wijaya Andi Muhammad Surya Wijaya Andi Fitri Indrayani Andi Sinjaya Ghalib,,,,,Indonesia,1969–1999,25px Letnan Jenderal TNI,25px TNI Angkatan Darat,Korps Hukum (Chk),,,,,,,,,,,,,,,,,,1 Oktober 2004,,,,,,,,,,,,,,,,,,,Zainal Basri Palaguna,,,,,,,,,,Wakil Gubernur Sulawesi Selatan,,,,,,,,,,,,,,,,,,1992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Potret resmi sebagai Kababinkum ABRI,,,,,ke-4,,1998,,,,,,,,,,,,,,,,,,,,,,,,,,Kepala Badan Pembinaan Hukum Angkatan Bersenjata Republik Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,30 September 2009,,,,,,,,,,,,,,,,,Sulawesi Selatan II,,,,,,,,,,,,Sulawesi Selatan I,,,,,,,,,,,,,Timur P. Manurung,,,,150px,,,,,,Ambo Eteng Amin,,,,,,,Suhardi,,,,,,,,,1998,,,,,,Dharmadi Charsyah,,,,1995,,,,,,"Letnan Jenderal TNI (Purn.) H. Andi Muhammad Ghalib, S.H., M.H. (3 Juni 1946 – 9 Mei 2016) adalah seorang perwira dan politikus Indonesia. Ia menjabat sebagai Duta Besar Republik Indonesia untuk India dari 2008 hingga 2013 serta Jaksa Agung Republik Indonesia dari 1998 hingga 1999.",https://id.wikipedia.org/wiki/Andi_Muhammad_Ghalib,1946-06-03,2016-05-09
Ambo Eteng Amin,,,,"Ambo Eteng Amin, Ringkasan Riwayat Hidup dan Riwayat Perjuangan Anggota Majelis Permusyawaratan Rakyat Hasil Pemilihan Umum 1987, p228.jpg",,,Soeharto,Anggota Dewan Perwakilan Rakyat,1 Juni 1995,1 Oktober 1997,,,Kamaruddin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-3,Wakil Gubernur Sulawesi Selatan,1990,24 Desember 1992,,,Zainal Basri Palaguna,,Ahmad Amiruddin,Andi Muhammad Ghalib,,,,1942 12 31,"Sidenreng Rappang, Celebes, Pendudukan Jepang",2015 3 19 1942 12 31,"Rumah Sakit Pendidikan Universitas Hasanuddin, Makassar, Sulawesi Selatan",,,,,,,,,,,,,,Indonesia,1964–1997,25px Mayor Jenderal TNI,25px TNI Angkatan Darat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F-ABRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mayor Jenderal TNI (Purn.) Ambo Eteng Amin (31 Desember 1942 – 19 Maret 2015) adalah seorang perwira tinggi militer, birokrat, dan politikus dari Indonesia. Ia pernah menjabat sebagai Wakil Gubernur Sulawesi Selatan dari tahun 1990 hingga 1992 dan anggota Dewan Perwakilan Rakyat dari tahun 1995 hingga 1997.",https://id.wikipedia.org/wiki/Ambo_Eteng_Amin,1942-12-31,2015-03-19
Adnan Kapau Gani,Mayjen TNI (Tit.) (Purn.) dr.,Adnan Kapau Gani,,A.K. Gani.jpg,,,Soekarno,Wakil Perdana Menteri Indonesia ke-1,11 November 1947,29 Januari 1948,,,Tidak ada,,Syafruddin Prawiranegara,,,,,Amir Sjarifoeddin,,,,,Soekarno,,3 Juli 1947,11 November 1947,,,,,,,,,,Amir Sjarifoeddin,,,,ke-7,Menteri Perhubungan Indonesia,19 November 1954,24 Juli 1955,,,Roosseno Soerjohadikoesoemo,Soekarno,,Frits Laoh,,,,1905 9 16,"Belanda Palembayan, Agam, Hindia Belanda",1968 12 23 1905 9 16,"Indonesia Palembang, Sumatera Selatan, Indonesia",Indonesia,,,,,Masturah Kapau Gani,,,,,,Geneeskundige Hoogeschool te Batavia,,,,,,,,"Penganugerahan 
Pahlawan Nasional Indonesia (2007)
 yes  Indonesia  25px Mayor Jenderal TNI (Tituler)  25px TNI Angkatan Darat    Revolusi Nasional Indonesia",,DokterPolitikus,,,,,,,,,,,,,,2 Oktober 1946,,,,,,Menteri Kemakmuran Indonesia,,,,,,,,,,,,Setyadjit Soegondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Darmawan Mangunkusumo,,,,,,,,,,,,,,,,,ke-3,,Soekarno,,,,,,,,,ke-1,,,,,,,"A.K. Gani, 1947",,,,,,,1946,,,,,,,,,,,,,,,,,,,,,,,,,,Gubernur Sumatera Selatan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Setyadjit Soegondo, R. Syamsudin dan Wondoamiseno",,,,Islam,,,,,,,,Sutan SjahrirAmir Sjarifoeddin,,,,,,,29 Januari 1948,,,,,,,,,Soekarno,,,Ali Sastroamidjojo,,,,,,,Syafruddin Prawiranegara,,,,,,,,,,,,,,,,,,,,,,,Mohammad Isa,,,,,,,,,,,,,,,,,Tidak ada,,,,,,,,,1945,,,,,,,,,,,,,,,,"Mayor Jenderal TNI (Tit.) (Purn.) dr. Adnan Kapau Gani atau biasa disingkat A.K. Gani (16 September 1905 – 23 Desember 1968) adalah seorang dokter, politisi, aktor, dan tokoh militer Indonesia. Ia pernah menjabat sebagai Wakil Perdana Menteri pada Kabinet Amir Sjarifuddin I dan Kabinet Amir Sjarifuddin II.",https://id.wikipedia.org/wiki/Adnan_Kapau_Gani,1905-09-16,1968-12-23
Achmad Soebardjo,,,,Achmad-Soebardjo.jpg,,ke-1,Soekarno,Menteri Luar Negeri Indonesia,2 September 1945,14 November 1945,,,Tidak ada (jabatan baru),,Sutan Syahrir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 Agustus 1951,20 Desember 1952,,,Muhammad Roem,Soekarno,,Wilopo,,,,1896 3 23,"Karawang, Keresidenan Batavia, Hindia Belanda",1978 12 15 1896 3 23,"Jakarta, Indonesia",,,,,,Raden Ayu Poedji Astuti Soebardjo,,,,,,Universitas Leiden,,,,,,,,,,Diplomat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sukiman Wirjosandjojo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mr Raden Achmad Soebardjo Djojoadisoerjo (23 Maret 1896 – 15 Desember 1978) adalah tokoh pejuang kemerdekaan Indonesia, diplomat, dan seorang Pahlawan Nasional Indonesia. Ia adalah Menteri Luar Negeri Indonesia yang pertama. Achmad Soebardjo memiliki gelar Meester in de Rechten, yang diperoleh di Universitas Leiden Belanda pada tahun 1933.",https://id.wikipedia.org/wiki/Achmad_Soebardjo,1896-03-23,1978-12-15
Tandiono Manu,,Tandiono Manu,,Tandiono Manu.jpg,,,,Menteri Pertanian,6 September 1950,27 April 1951,,,Sadjarwo Djarwonagoro,,Suwarto,,,,,Mohammad Natsir,,,,,,Menteri Perdagangan dan Industri,21 Januari 1950,6 September 1950,,,Sumitro Djojohadikusumo,,I.J. Kasimo,,,,,Abdul Halim,,,,,,,,,,,,,,,,,1913 6 28 y,"Banyuwangi, Hindia Belanda",1986 10 30 1913 6 28,,,,,Partai Sosialis Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Tandiono Manu (28 Juni 1913 – 30 Oktober 1986) adalah seorang politikus Indonesia yang menjabat sebagai Menteri Pertanian dalam Kabinet Natsir antara 1950 dan 1951, dan Menteri Perdagangan dan Industri dalam Kabinet Halim Republik Indonesia pada periode Republik Indonesia Serikat.",https://id.wikipedia.org/wiki/Tandiono_Manu,1913-06-28,1986-10-30
Mohammad Nazir,Laksamana Muda TNI (Purn.),,,"Commodore M Nazir, Jalesveva Jayamahe, p215.jpg",,ke-2,Soekarno,Kepala Staf TNI Angkatan LautPanglima Angkatan Laut RI,6 Februari 1946,8 Mei 1948,,,Mas Pardi,,R. Soebijakto,,,,,,,,,,,,,,,,,,,,,,,,,,,ke-11,Menteri Perhubungan IndonesiaMenteri Perhubungan Laut Indonesia,9 April 1957,10 Juli 1959,,,Sjuchjar Tedjasukmana,Soekarno,,DjatikusumoAbdoelmoettalip DanoeningratR. Iskandar,,,,1910 07 10 y,"Maninjau, Agam, Hindia Belanda",1982 08 30 1910 07 10,Jakarta,Indonesia,,,,,,,,,,,,,Indonesia,1938 - 1965,25px Laksamana Muda TNI,28px TNI Angkatan Laut,Korps Pelaut,,,,Tentara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sukardan,,,,,,,,,"Laksamana Muda TNI (Purn.) Mohammad Nazir Isa gelar Datuk Basa Nan Balimo (10 Juli 1910 – 30 Agustus 1982) adalah seorang tokoh militer, menteri, dan diplomat Indonesia. Ia pernah menjabat sebagai Kepala Staf TNI Angkatan Laut (1946-1948), Menteri Pelayaran Republik Indonesia (1957-1959), dan juga pernah dipercaya sebagai Duta Besar RI di Swiss dan Vatikan Kini Namanya diabadikan menjadi nama jalan di depan mako Pangkalan Utama TNI Angkatan Laut V",https://id.wikipedia.org/wiki/Mohammad_Nazir,1910-07-10,1982-08-30
Witarmin,Letnan Jenderal TNI (Purn.),,,Witarmin.jpg,,ke-7,,Komandan Jenderal Komando Pasukan Khusus,1970,1975,,,Brigjen TNI Widjoyo Suyono,,Brigjen TNI Yogie Suardi Memet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925 2 2,"tepi|link=Hindia Belanda|22px Kertosono, Nganjuk, Jawa Timur, Indonesia",1983 7 5 1925 2 2,"Surabaya, Jawa Timur, Indonesia",,,,,,Ny. Suratmi,,,1. Nunuk Indrinuswati2. Wiwiek Dwi Judajati3. Anik Umi Heriyani4. Sudiono,,,,,Indonesia,1942 - 1983,25px Letnan Jenderal TNI,25px TNI Angkatan Darat,Infanteri (Kopassandha),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letnan Jenderal TNI (Purn.) Witarmin adalah tokoh penumpas pembrontakan Gerakan 30 September 1965 di Blitar Selatan, Jawa Timur. Witarmin adalah kapten Pembela Tanah Air (PETA) pada 1942.",https://id.wikipedia.org/wiki/Witarmin,1925-02-02,1983-07-05
Poedjono Pranyoto,,Poedjono Pranyoto,,"Poedjono Pranyoto, Deputy Speaker of the People's Consultative Assembly.jpg",,,Soeharto B.J. Habibie,Wakil Ketua Majelis Permusyawaratan Rakyat(Utusan Daerah),3 Oktober 1997,1 Oktober 1999,,,Yasir Hadibroto,,Oesman Sapta Odang,,,,,,,,,ke-5,Soeharto,Gubernur Lampung,11 Mei 1988,3 Oktober 1997,Subki E. Harun (1988–90)Man Hasan (1990–95)Suwardi Ramli (1994–97)Oemarsono (1995–97),,Yasir Hadibroto,,Oman Sachroni (penjabat)Oemarsono,,,,,,,,,,Wakil Gubernur Irian Jaya,27 Agustus 1987,11 Mei 1988,,,Sugiyono,,Izaac Hindom,Soedardjat Nataatmadja,,,,1936 8 6 y,"Purwokerto, Hindia Belanda",2021 12 2 1936 8 6 y,"Jakarta, Indonesia",,,,,,,,,,,,,,Indonesia,1961–1991,25px|  Letnan Jenderal TNI (Kehormatan),25px TNI Angkatan Darat,Zeni,,,,,,,,,,,,,,,,,,November 1979,,,,,,Bupati Cilacap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RYK Moekmin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Soepardjo Rustam Muhammad Ismail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27 Agustus 1987,,,,,,,,,,,,,,,,,,,Mohamad Supardi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Letnan Jenderal TNI (HOR) (Purn.) Poedjono Pranyoto (6 Agustus 1936 – 2 Desember 2021) merupakan seorang politikus berkebangsaan Indonesia. Pada tahun 1988 ia ditunjuk menjadi gubernur Lampung menggantikan Yasir Hadibroto. Ia menjabat sebagai Gubernur Lampung dari tahun 1988 hingga 1997. Sebelumnya, ia Poedjono menjabat sebagai Wakil Gubernur Papua mendampingi Izaac Hindom. Ia terakhir menjabat sebagai Wakil Ketua MPR RI dari Fraksi Utusan Daerah pada 1997 sampai 1999.",https://id.wikipedia.org/wiki/Poedjono_Pranyoto,1936-08-06,2021-12-02
Ade Komarudin,,Ade Komarudin,,Official Portrait of Ade Komaruddin.jpg,,ke-17,Joko Widodo,Ketua Dewan Perwakilan Rakyat,11 Januari 2016,30 November 2016,Fadli Zon(B. Politik & Keamanan)Agus Hermanto(B. Industri & Pembangunan)Taufik Kurniawan(B. Ekonomi & Keuangan)Fahri Hamzah(B. Kesejahteraan Rakyat),,Setya NovantoFadli Zon (Pelaksana Tugas),,Setya Novanto,,,,,,,,,,,Anggota Dewan Perwakilan Rakyat Republik Indonesia,1 Oktober 1997,30 September 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,1965 5 20 y,"Purwakarta, Jawa Barat, Indonesia",,,,,,Golkar,,Netty Marliza,,,3 (termasuk Puteri Anetta Komarudin),,,Institut Agama Islam Negeri Syarief HidayatullahUniversitas Padjadjaran,,,,,,,,,,Politikus,,,,,,,,,,,,,,,,,,,,,,Jawa Barat(1997–2004)Jawa Barat VI(2004–2009)Jawa Barat VII(2009–2019),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Potret resmi, 2016",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Dr. H. Ade Komarudin, M.H. (lahir 20 Mei 1965) adalah seorang politikus senior Partai Golongan Karya yang ditunjuk sebagai Ketua DPR RI untuk menggantikan Setya Novanto yang mengundurkan diri pada 16 Desember 2015. Ia telah menjabat sebagai anggota DPR RI selama lima periode berturut-turut, dan menjabat sebagai Ketua Fraksi Golkar DPR RI sejak 2014. Pria yang merupakan alumni UIN Syarif Hidayatullah ini sejak tahun 1997 telah berhasil duduk di kursi DPR RI hingga tahun 2019. Mengawali karier politik dengan bergabung menjadi anggota partai Golongan Karya, karier politik Ade Komarudin terus menanjak. Ia pernah menjabat menjadi wakil sekretaris jenderal di dua organisasi kepemudaan yang berbeda, yakni Angkatan Muda Pembaharuan Indonesia (AMPI) dan Komite Nasional Pemuda Indonesia (KNPI) sejak tahun 1993 hingga tahun 1998.",https://id.wikipedia.org/wiki/Ade_Komarudin,1965-05-20,
Juwono Sudarsono,,,,Menteri Pertahanan Juwono Sudarsono.jpg,,ke-16,Megawati Soekarnoputri,Duta Besar Indonesia untuk Britania Raya,2003,2004,,,Nana Sutresna,,Marty Natalegawa,Hamzah Haz,,,,,,,,,,,,,,,,,,,,,,,,,,ke-20,Menteri Pertahanan Indonesia,29 Oktober 1999,26 Agustus 2000,,,Wiranto,Abdurahman Wahid,,Mohammad Mahfud MD,Megawati Soekarnoputri,,,1942 3 5 y,"Ciamis, Jawa Barat, Masa Pendudukan Jepang",,,,,,Independen,,,,,2,,,Universitas Indonesia  London School of Economics and Political Science,"Politikus, profesor",,,,,,,,,,,,,,,,,,,,Mochtar Kusumaatmadja (sepupu)  Sarwono Kusumaatmadja (sepupu)  Armida Alisjahbana (keponakan),,,21 Oktober 2004,,,,,,,,,,,,,,,,,,,,,,,,Bacharuddin Jusuf Habibie,,,,,Menteri Negara Lingkungan Hidup Indonesia,,,,,,,,,,,,,,,,,,16 Maret 1998,,,,,,,,,250px,,,,,,,,,,,,Matori Abdul Djalil,,,,,,,,,,,,,,,,,,,Baharuddin Jusuf Habibie,,,,,,,,,ke-22,,,,,,,Foto resmi Juwono Sudarsono sebagai Menteri Pertahanan Indonesia,,,,,ke-3,,20 Oktober 1999,,,,,,,,,,,,,,,,,Moespiah Soerawisastra,,,,,,,,,Menteri Pendidikan dan Kebudayaan Indonesia,,,,,,,,,,,,,Sudarsono Mangoenadikoesoemo,,,,,,,,,,,,,,,,,,,,,,Soeharto,,,,,,,,,,,,,,,,,,,,,20 Oktober 2009,,,,,,,,,Susilo Bambang Yudhoyono,,,,,,,,,Nur Hassan Wirajuda,Purnomo Yusgiantoro,,,,,,,Menteri Luar Negeri,,,,,,,,,,,,,,,,Yahya Muhaimin,Muhammad Jusuf Kalla,,,,,,,,,Sarwono Kusumaatmadja,,,,,,,Wiranto Arismunandar,,,,,,,,,23 Mei 1998,,,,,,Panangian Siregar,,,,21 Mei 1998,,Kabinet Pembangunan VII  Kabinet Reformasi Pembangunan  Kabinet Persatuan Nasional  Kabinet Gotong Royong  Kabinet Indonesia Bersatu,,,,"Prof. (Em) Juwono Sudarsono, B.A., M.S., M.A., Ph.D. (lahir 5 Maret 1942) adalah seorang politikus Indonesia yang menjabat Menteri Pertahanan Republik Indonesia sejak 21 Oktober 2004 hingga 22 Oktober 2009. Ayahnya adalah Sudarsono, mantan Menteri Dalam Negeri Indonesia pada Kabinet Sjahrir II..Ia mendapatkan gelar kesarjanaan dari Universitas Indonesia dan selanjutnya gelar Ph.D. dari London School of Economics and Political Science. Dalam Kabinet Reformasi Pembangunan semasa pemerintahan Presiden Bacharuddin Jusuf Habibie, Juwono Sudarsono menjabat sebagai Menteri Pendidikan dan Kebudayaan, kemudian pada masa pemerintahan Abdurrahman Wahid dipercaya sebagai Menteri Pertahanan (1999-2000). Selanjutnya diangkat sebagai Duta Besar Luar Biasa Berkuasa Penuh untuk Kerajaan Inggris hingga tahun 2004. Pada tanggal 21 Oktober 2004 dilantik kembali sebagai Menteri Pertahanan dalam Kabinet Indonesia Bersatu di bawah Presiden Susilo Bambang Yudhoyono sampai 2009.",https://id.wikipedia.org/wiki/Juwono_Sudarsono,1942-03-05,
Mohammad Isnaeni,,,,"Mohammad Isnaeni, Dewan Perwakilan Rakyat Republik Indonesia Periode 1971 - 1977, p14.jpg",,,Soekarno Soeharto,Wakil Ketua Dewan Perwakilan Rakyat/Majelis Permusyawaratan RakyatBidang Industri dan Pembangunan (1971—77)Bidang Kesejahteraan Rakyat (1977—82),17 Mei 1966,28 Januari 1982,,,,,,,,,,,,,,,,Anggota Dewan Perwakilan RakyatRepublik Indonesia,1966,30 Januari 1982,,,,,Sriyati Slamet,,,,,,,,,,,,,,,,,,,,,,1919 4 19,"Sawoo, Ponorogo, Hindia Belanda",2002 10 27 1919 4 19,Jakarta,Indonesia,,,PNI (sampai 1973) PDI (sejak 1973),,,,,,,,,Politisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jawa Tengah(1971—77)DKI Jakarta(1977—82),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220px,,,,,,,,,,,,,,,,,,,,,,,,,Perolehan suara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Islam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Achmad Sjaichu Idham Chalid Adam Malik Daryatmo,,,,,,,,Ketua MPR/DPR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mohammad Isnaeni (19 April 1919 – 27 Oktober 2002) merupakan seorang politikus berkebangsaan Indonesia yang ikut mendirikan Partai Nasional Indonesia (PNI). Dia merupakan wakil ketua DPR/MPR periode 1966—1982.,https://id.wikipedia.org/wiki/Mohammad_Isnaeni,1919-04-19,2002-10-27
